,Open,High,Low,Close,VolumeBTC,VolumeCurrency,WeightedPrice,candlecolor,engulfing,stochRSI,SMA10Close,SMA20Close,SMA50Close,SMA100Close,SMA200Close,IchimokuconversionLine,IchimokuBaseline,IchimokuLeadingSpanA,IchimokuLeadingSpanB,IchimokuLaggingSpan,IchimokuCloudSpan,DistanceLeadingSpanA,DistanceLeadingSpanB,ConversionLineBaseLine,AverageTrueRange,SupportLine1,SupportLine2,SupportLine3,SupportSlope1,SupportSlope2,SupportSlope3,ResistantLine1,ResistantLine2,ResistantLine3,ResistanceSlope1,ResistanceSlope2,ResistanceSlope3,CategoricalIncrease
337,9688.26,11503.24,9260.0,11445.0,0.3538027,770627800.0,10457.66,-1.0,1.0,0.0,0.060776148,0.0657426,0.4881292,0.71325916,0.8409629,1.0116081,0.98899126,1.0002997,0.89809215,0.4019135,0.10220751,11444.0,11444.102,0.022616863,4287.2114,0.628604,0.628604,0.628604,3.6967422e-06,3.6967422e-06,3.6967422e-06,1.5039548,0.11907201,0.96309155,-5.6177333e-07,-1.0073054e-05,-1.0507471e-07,0
338,11445.0,11688.0,8366.0,8791.47,0.58591765,1209893200.0,9913.95,1.0,0.0,0.120790966,0.3448471,0.24834202,0.3097999,0.61417043,0.78670126,1.3169419,1.2874986,1.3022202,1.1691633,0.49010235,0.13305682,8790.168,8790.301,0.029443312,4371.586,0.9020709,0.9020709,0.9020709,4.8125303e-06,4.8125303e-06,4.8125303e-06,1.9291215,0.11887154,1.2839466,-7.313334e-07,-1.3113405e-05,-3.5925133e-08,0
339,8795.04,9892.0,7682.0,7860.83,0.5726659,1036658750.0,8690.53,-1.0,0.0,0.019284315,0.45510462,0.41380262,0.20815201,0.5578404,0.7561466,1.4674462,1.439925,1.4536855,1.3075801,0.46800783,0.14610544,7859.3765,7859.5225,0.027521268,4404.8145,1.0642642,1.0642642,1.0642642,5.354992e-06,5.354992e-06,5.354992e-06,2.1258037,0.101949446,1.4132534,-8.1791563e-07,-1.4665895e-05,-1.00188196e-07,1
340,7860.83,9188.1,7325.37,8547.0,0.48278174,850724500.0,8459.14,-1.0,0.0,0.033482116,0.2296064,0.3127611,0.2558652,0.5846446,0.77138776,1.1884334,1.3530478,1.2707406,1.202605,0.44216332,0.068135604,8545.7295,8545.798,-0.16461448,4123.1357,0.8987949,0.8987949,0.8987949,4.8222028e-06,4.8222028e-06,4.8222028e-06,1.9264085,0.07190407,1.2974397,-7.522517e-07,-1.3488488e-05,-9.2144894e-08,0
341,8541.96,8680.0,6550.0,6928.62,0.5303913,833496450.0,7543.54,1.0,0.0,0.0,0.43525955,0.62775236,0.06079716,0.47594276,0.7122022,1.3503844,1.6800604,1.5152223,1.4868416,0.62437975,0.028380832,6927.105,6927.1333,-0.32967603,3801.4736,1.0572625,1.0572625,1.0572625,5.850456e-06,5.850456e-06,5.850456e-06,2.3414552,0.06801964,1.5975946,-9.2796193e-07,-1.6639115e-05,-1.13668e-07,0
342,6926.5,7506.84,6427.16,6904.9,0.43966472,634792260.0,6930.36,-1.0,0.0,0.0,0.35550565,0.6374968,0.040900953,0.4647575,0.706651,1.2968956,1.7237005,1.5102981,1.5012882,0.64060307,0.009009906,6903.3896,6903.399,-0.42680487,3346.04,0.9486017,0.9486017,0.9486017,5.7302564e-06,5.7302564e-06,5.7302564e-06,2.3149717,0.052340463,1.6001782,-9.311497e-07,-1.6696275e-05,-1.1405848e-07,1
343,6904.21,8239.33,6611.49,8000.41,0.3568067,556539000.0,7486.7,-1.0,1.0,0.0,0.11312633,0.40785852,0.15805352,0.5299911,0.7429151,1.1062382,1.5043292,1.3052838,1.3003708,0.72512406,0.0049128733,7999.1045,7999.11,-0.39809084,3106.6943,0.80335385,0.80335385,0.80335385,4.881373e-06,4.881373e-06,4.881373e-06,1.9686176,0.034641493,1.3785609,-8.036458e-07,-1.4410025e-05,-9.844025e-08,1
344,8003.39,9023.4,7806.81,8920.71,0.37315905,647947600.0,8334.1,1.0,0.0,0.088449635,0.015445855,0.25859562,0.2299643,0.5700216,0.76527053,1.0204995,1.3881944,1.204347,1.1667233,0.67410105,0.03762369,8919.506,8919.543,-0.36769494,2884.1272,0.7411394,0.7411394,0.7411394,4.3458617e-06,4.3458617e-06,4.3458617e-06,1.7395811,0.023824476,1.2341025,-7.207381e-07,-1.2923422e-05,-8.828472e-08,1
345,8924.93,9755.53,8647.29,9345.11,0.57644963,1094849900.0,9115.71,1.0,0.0,0.13932152,0.056298643,0.19099744,0.24917749,0.58047724,0.771474,0.9741544,1.33931,1.1567322,1.1176658,0.61322874,0.03906642,9343.953,9343.992,-0.36515567,2660.3142,0.77354056,0.77354056,0.77354056,4.148498e-06,4.148498e-06,4.148498e-06,1.6361767,0.017440232,1.1759224,-6.880064e-07,-1.2336516e-05,-8.427535e-08,1
346,9352.97,9948.98,8815.91,9823.28,0.32701972,636115460.0,9335.45,1.0,0.0,0.0,0.120110184,0.10623773,0.2703167,0.59191394,0.77814144,0.9220525,1.2837641,1.1029084,1.0679569,0.75217545,0.03495141,9822.177,9822.212,-0.36171168,2370.02,0.8045984,0.8045984,0.8045984,3.946561e-06,3.946561e-06,3.946561e-06,1.5336583,0.012723132,1.116655,-6.5451616e-07,-1.173601e-05,-8.017306e-08,0
347,9827.04,9918.41,8208.81,8481.6,0.4423466,830858100.0,9014.13,1.0,-1.0,0.23688626,0.02064858,0.2260255,0.13647552,0.51645464,0.73762673,1.0679094,1.4868392,1.2773743,1.2492336,0.7492843,0.028140621,8480.322,8480.351,-0.41892982,2246.358,1.0188872,1.0188872,1.0188872,4.5708557e-06,4.5708557e-06,4.5708557e-06,1.7501603,0.011300214,1.2909522,-7.580522e-07,-1.3592495e-05,-9.28554e-08,0
348,8481.72,8900.9,7929.53,8231.2,0.35040802,616058400.0,8437.01,-1.0,0.0,0.40853164,0.015695523,0.22604091,0.09455958,0.49218166,0.72488064,0.99476016,1.53207,1.2634151,1.2942961,0.9440944,-0.030880976,8229.937,8229.905,-0.5373099,2056.765,0.9972799,0.9972799,0.9972799,4.6341706e-06,4.6341706e-06,4.6341706e-06,1.2049774,1.2049774,1.2049774,1.8057755e-06,1.8057755e-06,1.8057755e-06,0
349,8225.55,8590.0,7267.24,7335.99,0.3069254,500036030.0,7817.99,-1.0,0.0,0.5987524,0.13200346,0.34560543,0.031444483,0.42002127,0.6861262,1.1161506,1.7439173,1.430034,1.4651057,1.1883863,-0.03507161,7334.56,7334.525,-0.62776667,1881.1936,1.080908,1.080908,1.080908,5.126457e-06,5.126457e-06,5.126457e-06,1.3065307,1.3065307,1.3065307,2.026134e-06,2.026134e-06,2.026134e-06,1
350,7335.99,7700.0,7026.9,7642.0,0.22952738,354129500.0,7403.57,-1.0,0.0,0.68334585,0.079806596,0.22751427,0.0017516881,0.43450937,0.694285,1.0714564,1.6740853,1.3727709,1.4064381,1.4226642,-0.033667233,7640.6274,7640.5938,-0.6026289,1738.8314,0.38788536,0.38788536,0.38788536,1.1195076e-06,1.1195076e-06,1.1195076e-06,1.212014,1.1240513,1.1240513,1.9450013e-06,4.0859e-06,4.0859e-06,0
351,7642.0,7790.69,7360.0,7492.7,0.20960556,331941220.0,7599.1,1.0,0.0,0.69678015,0.08924446,0.20822601,0.03509101,0.41397965,0.6834871,1.0928063,1.7074432,1.4001248,1.4344629,1.9495629,-0.03433809,7491.3,7491.2656,-0.6146369,1615.0157,0.40348497,0.40348497,0.40348497,1.141815e-06,1.141815e-06,1.141815e-06,1.1945728,1.0669163,1.0669163,1.9837573e-06,4.1673156e-06,4.1673156e-06,0
352,7498.0,7498.0,6120.0,6476.7,0.27490768,381520060.0,6659.26,-1.0,0.0,0.34054425,0.26882362,0.35697353,0.2127051,0.3114821,0.6285053,1.2784652,1.97529,1.6268775,1.6594871,2.962586,-0.032609586,6475.073,6475.0405,-0.6968248,1485.5479,0.47606602,0.47606602,0.47606602,1.3209315e-06,1.3209315e-06,1.3209315e-06,1.3354679,1.2028795,1.2028795,2.2949494e-06,4.0478226e-06,4.0478226e-06,0
