Date,shanghai,shenzhen
8/13/98,1204.18,3409.17
8/14/98,1168.03,3311.88
8/17/98,1070.41,3060.17
8/18/98,1071.3,3048.39
8/19/98,1126.08,3217.77
8/20/98,1149.91,3282.03
8/21/98,1177.62,3401.88
8/24/98,1178.55,3376.07
8/25/98,1179.07,3354.68
8/26/98,1160.29,3309.46
8/27/98,1145.22,3231.46
8/28/98,1129.72,3212
8/31/98,1150.22,3255.5
9/1/98,1143.13,3205.78
9/2/98,1136.89,3188.91
9/3/98,1147.2,3198.42
9/4/98,1163.53,3242.15
9/7/98,1178.38,3270.05
9/8/98,1167.6,3254.17
9/9/98,1190.68,3288.1
9/10/98,1213.67,3357.36
9/11/98,1218.01,3337.19
9/14/98,1239.61,3388.97
9/15/98,1230.13,3385.66
9/16/98,1252.14,3400.84
9/17/98,1233.7,3359.6
9/18/98,1207,3300
9/21/98,1222.38,3326.5
9/22/98,1222.63,3311.8
9/23/98,1229.86,3320.69
9/24/98,1199.06,3236.89
9/25/98,1221.58,3260.31
9/28/98,1230.21,3264.84
9/29/98,1231.75,3253.58
9/30/98,1242.9,3283.37
10/5/98,1234.78,3268.04
10/6/98,1217.46,3211.93
10/7/98,1213.79,3185.51
10/8/98,1228.71,3224.92
10/9/98,1236.93,3209.31
10/12/98,1247.15,3186.8
10/13/98,1244.07,3195.37
10/14/98,1240.6,3185.97
10/15/98,1254.81,3204.29
10/16/98,1251.53,3229.11
10/19/98,1246.24,3253.65
10/20/98,1243.65,3226.67
10/21/98,1207.82,3120.73
10/22/98,1216.09,3118.35
10/23/98,1217.43,3141.27
10/26/98,1208.27,3098.22
10/27/98,1216.79,3087.15
10/28/98,1225.93,3106.32
10/29/98,1216.76,3090.05
10/30/98,1217.32,3112.34
11/2/98,1223.48,3098.45
11/3/98,1236.87,3137.21
11/4/98,1235.8,3141.13
11/5/98,1253.28,3168.59
11/6/98,1259.77,3211.86
11/9/98,1283.12,3274.07
11/10/98,1286.56,3280.81
11/11/98,1286.2,3267.72
11/12/98,1282.99,3277.22
11/13/98,1282.51,3264.73
11/16/98,1293.74,3375.44
11/17/98,1290.6,3365.61
11/18/98,1285.5,3351.24
11/19/98,1275.61,3308.69
11/20/98,1275.37,3314.85
11/23/98,1273.79,3292.44
11/24/98,1278.92,3297.19
11/25/98,1263.85,3237.6
11/26/98,1252.82,3218.56
11/27/98,1245.08,3195.77
11/30/98,1247.42,3200.66
12/1/98,1234.36,3181
12/2/98,1236.97,3201.41
12/3/98,1232.51,3179.37
12/4/98,1219.2,3149.82
12/7/98,1209.54,3130.4
12/8/98,1223.26,3148.02
12/9/98,1224.09,3134.15
12/10/98,1204.64,3088.97
12/11/98,1214.21,3124.88
12/14/98,1196.3,3068.5
12/15/98,1194.84,3075.24
12/16/98,1183.06,3034.53
12/17/98,1160.09,2977.17
12/18/98,1155.92,2973.42
12/21/98,1154.43,2977.77
12/22/98,1185.97,3052.18
12/23/98,1172.51,3024.19
12/24/98,1168.98,3009.97
12/25/98,1173.91,3014.39
12/28/98,1159.94,2977.95
12/29/98,1142.73,2946.27
12/30/98,1148.26,2952.71
12/31/98,1146.7,2949.32
1/4/99,1125.82,2888.09
1/5/99,1119.97,2860.4
1/6/99,1132.59,2892.48
1/7/99,1137.73,2913.12
1/8/99,1168.81,2981.13
1/11/99,1172.81,2973.43
1/12/99,1158.87,2932.3
1/13/99,1148.15,2928.97
1/14/99,1148.66,2930.73
1/15/99,1137.31,2903.9
1/18/99,1153.12,2959.91
1/19/99,1158.55,2966.67
1/20/99,1151.37,2939.91
1/21/99,1158.5,2954.02
1/22/99,1162.35,2972.79
1/25/99,1148.12,2934.34
1/26/99,1138.21,2909.66
1/27/99,1146.49,2934.19
1/28/99,1140.98,2912.18
1/29/99,1134.67,2920.39
2/1/99,1120.53,2911.52
2/2/99,1126.4,2912.59
2/3/99,1116.87,2884.71
2/4/99,1103.5,2823.64
2/5/99,1081.44,2756.67
2/8/99,1065.82,2702.94
2/9/99,1090.09,2755.3
3/1/99,1097.98,2790.68
3/2/99,1100.92,2781.87
3/3/99,1128.74,2833.28
3/4/99,1128.95,2833.85
3/5/99,1132.36,2867.36
3/8/99,1142.11,2886.94
3/9/99,1136.94,2876.78
3/10/99,1132.74,2855.34
3/11/99,1149.93,2906.68
3/12/99,1158.7,2928.79
3/15/99,1164.64,2926.3
3/16/99,1166.93,2910.48
3/17/99,1159.1,2901.81
3/18/99,1151.99,2871.12
3/19/99,1172.93,2902.28
3/22/99,1172.74,2891.43
3/23/99,1170.95,2902.8
3/24/99,1169.03,2915.17
3/25/99,1156.85,2872.93
3/26/99,1161.12,2874.28
3/29/99,1169.49,2906.89
3/30/99,1157.51,2868.29
3/31/99,1158.05,2872.15
4/1/99,1168.5,2877.18
4/2/99,1184.4,2908.89
4/5/99,1194.47,2942.62
4/6/99,1199.6,2928.82
4/7/99,1201.63,2949.41
4/8/99,1202.47,2983.84
4/9/99,1205.14,2956.14
4/12/99,1195.34,2930.65
4/13/99,1178.19,2903.56
4/14/99,1181.52,2906.15
4/15/99,1170.62,2864.24
4/16/99,1166.24,2854.11
4/19/99,1159.47,2846.81
4/20/99,1171.6,2876.81
4/21/99,1144.06,2829.36
4/22/99,1137.16,2819.76
4/23/99,1140,2889.27
4/26/99,1112.79,2855.18
4/27/99,1091.69,2777.49
4/28/99,1091.09,2746.06
4/29/99,1116.41,2786.34
4/30/99,1120.93,2793.46
5/4/99,1111.76,2786.23
5/5/99,1116.93,2785.26
5/6/99,1128.22,2811.37
5/7/99,1120.74,2766.21
5/10/99,1071.93,2640.98
5/11/99,1095.4,2682.28
5/12/99,1100,2679.84
5/13/99,1088.86,2648.61
5/14/99,1063.28,2571.1
5/17/99,1065.56,2547.29
5/18/99,1059.87,2534.72
5/19/99,1109.09,2662.28
5/20/99,1147.71,2751.98
5/21/99,1168.72,2774.56
5/24/99,1213.65,2885.45
5/25/99,1202.89,2840
5/26/99,1236.05,2993.64
5/27/99,1283.02,3180.12
5/28/99,1277.15,3184.76
5/31/99,1279.33,3270.35
6/1/99,1311.59,3378.01
6/2/99,1287.93,3338.69
6/3/99,1268.32,3290.87
6/4/99,1285.58,3352.64
6/7/99,1326.52,3471.52
6/8/99,1333.64,3445.52
6/9/99,1348.61,3481.91
6/10/99,1364.35,3533.11
6/11/99,1370.39,3578.63
6/14/99,1427.71,3702.23
6/15/99,1387.59,3592.68
6/16/99,1460.17,3771.29
6/17/99,1501.01,3882.87
6/18/99,1498.92,3885.09
6/21/99,1546.41,4008.27
6/22/99,1564.44,4032.35
6/23/99,1606.5,4176.07
6/24/99,1654.11,4404.62
6/25/99,1593.86,4364.22
6/28/99,1693.16,4705.58
6/29/99,1739.21,4849.66
6/30/99,1689.43,4702.77
7/1/99,1560.79,4409.48
7/2/99,1613.53,4486.87
7/5/99,1581.82,4318.51
7/6/99,1517.25,4027.07
7/7/99,1568.65,4189.89
7/8/99,1577.99,4196.73
7/9/99,1584.75,4187.26
7/12/99,1559.73,4034.6
7/13/99,1524.82,3848.21
7/14/99,1559.52,3972.55
7/15/99,1549.34,3931.96
7/16/99,1519.74,3844.82
7/19/99,1479.08,3657.17
7/20/99,1574.6,3962.8
7/21/99,1609.81,4123.26
7/22/99,1550.73,3916.66
7/23/99,1585.98,3990.22
7/26/99,1602.03,4026.11
7/27/99,1590.71,3996.67
7/28/99,1597.2,4021.68
7/29/99,1595.86,4029.83
7/30/99,1601.46,4045.36
8/2/99,1616.28,4134.15
8/3/99,1626.84,4120.02
8/4/99,1649.13,4164.99
8/5/99,1653.54,4144.46
8/6/99,1646.59,4107.94
8/9/99,1628.84,4046.2
8/10/99,1602.15,3970.68
8/11/99,1583.4,3924.94
8/12/99,1575.64,3933.06
8/13/99,1571.9,3919.65
8/16/99,1560.07,3882.81
8/17/99,1576.41,3952.21
8/18/99,1581.93,3951.11
8/19/99,1637.74,4162.48
8/20/99,1628.93,4146.87
8/23/99,1645,4177.57
8/24/99,1648.47,4189.71
8/25/99,1625.77,4116.24
8/26/99,1638.23,4146.16
8/27/99,1633.9,4149.18
8/30/99,1619.04,4140.25
8/31/99,1627.12,4154.2
9/1/99,1599.55,4062.33
9/2/99,1611.96,4094.56
9/3/99,1587.89,4026.09
9/6/99,1560.68,3962.8
9/7/99,1562.79,3975.37
9/8/99,1571.6,4007.46
9/9/99,1675.12,4262.59
9/10/99,1659.93,4210.71
9/13/99,1670.14,4216.96
9/14/99,1672.89,4208.79
9/15/99,1662.8,4172.29
9/16/99,1645.51,4146.78
9/17/99,1648.56,4146.31
9/20/99,1633.84,4101.13
9/21/99,1625.59,4073.5
9/22/99,1617.06,4065.83
9/23/99,1604.2,4051.59
9/24/99,1619.33,4075.72
9/27/99,1602.16,4032.14
9/28/99,1591.43,4004.54
9/29/99,1584.95,3994.76
9/30/99,1570.7,3967.84
10/8/99,1534.52,3871.79
10/11/99,1522.48,3827.82
10/12/99,1537.8,3855.81
10/13/99,1507.42,3767.05
10/14/99,1508.73,3753.44
10/15/99,1543.8,3851.49
10/18/99,1501.67,3759.41
10/19/99,1470.9,3654.94
10/20/99,1485.83,3698.38
10/21/99,1458.53,3614.08
10/22/99,1497.46,3727.53
10/25/99,1468.27,3651.35
10/26/99,1482.67,3701.76
10/27/99,1536.82,3836.18
10/28/99,1514.53,3764.75
10/29/99,1504.56,3742.01
11/1/99,1493.1,3703.44
11/2/99,1487.47,3718.81
11/3/99,1475.68,3704.35
11/4/99,1464.83,3667.22
11/5/99,1465.23,3697.16
11/8/99,1471.38,3785.48
11/9/99,1464.03,3758.11
11/10/99,1450.15,3711.8
11/11/99,1443.91,3702.34
11/12/99,1450.33,3705.17
11/15/99,1451.54,3679
11/16/99,1431.32,3622.83
11/17/99,1462.79,3689.43
11/18/99,1482.45,3746.07
11/19/99,1468.47,3695.93
11/22/99,1464.59,3660.25
11/23/99,1466.43,3676.59
11/24/99,1454.58,3630.85
11/25/99,1444.24,3598.56
11/26/99,1444.51,3597.55
11/29/99,1435.47,3545.9
11/30/99,1434.97,3533.98
12/1/99,1447.12,3559.85
12/2/99,1435.84,3524.86
12/3/99,1437.23,3522.69
12/6/99,1427,3492.5
12/7/99,1428.26,3499.83
12/8/99,1424.85,3486.14
12/9/99,1416.73,3457.33
12/10/99,1428.94,3516.39
12/13/99,1417.11,3484.89
12/14/99,1422.26,3498.4
12/15/99,1451.06,3595.92
12/16/99,1434.87,3535.83
12/17/99,1419.55,3481.27
12/21/99,1395.5,3415.61
12/22/99,1387.51,3399.35
12/23/99,1369.46,3357.37
12/24/99,1355.37,3326.09
12/27/99,1345.35,3299.89
12/28/99,1348.82,3304.86
12/29/99,1356.93,3342.4
12/30/99,1366.58,3369.61
1/4/00,1406.37,3497.06
1/5/00,1409.68,3486.28
1/6/00,1463.94,3655.2
1/7/00,1516.6,3828.04
1/10/00,1545.11,3921.48
1/11/00,1479.78,3716.78
1/12/00,1438.02,3605.82
1/13/00,1424.44,3580.98
1/14/00,1408.85,3542.82
1/17/00,1433.33,3594.65
1/18/00,1426.62,3571.97
1/19/00,1440.72,3603.86
1/20/00,1466.86,3668.84
1/21/00,1465.09,3702.09
1/24/00,1477.34,3734.73
1/25/00,1476.51,3726.06
1/26/00,1481.12,3737.99
1/27/00,1506.77,3844.97
1/28/00,1535,3952.41
2/14/00,1673.94,4322.37
2/15/00,1670.67,4394.69
2/16/00,1693.11,4457.41
2/17/00,1640.65,4313.97
2/18/00,1668.09,4356.6
2/21/00,1677.14,4344.49
2/22/00,1632.29,4186.69
2/23/00,1594.93,4072.47
2/24/00,1634.31,4221.84
2/25/00,1631.58,4262.82
2/28/00,1704.86,4481.74
2/29/00,1714.58,4484.16
3/1/00,1697.74,4427.2
3/2/00,1713.01,4443.52
3/3/00,1738.02,4488.27
3/6/00,1681.09,4316.11
3/7/00,1694.8,4399.95
3/8/00,1726.03,4498.22
3/9/00,1732.35,4548.69
3/10/00,1705.05,4463.66
3/13/00,1728.88,4495.92
3/14/00,1685.35,4371.56
3/15/00,1681.47,4333.89
3/16/00,1607.53,4131.54
3/17/00,1658.6,4315
3/20/00,1699.25,4367.73
3/21/00,1710.32,4387.27
3/22/00,1720.45,4439.09
3/23/00,1747.24,4492.43
3/24/00,1730.5,4461.66
3/27/00,1775.91,4571.66
3/28/00,1791.44,4591.12
3/29/00,1788.81,4559.86
3/30/00,1810.98,4580.82
3/31/00,1800.23,4532.31
4/3/00,1801,4508.08
4/4/00,1760.69,4413.75
4/5/00,1771.2,4442.22
4/6/00,1809.14,4527.67
4/7/00,1819.9,4556.89
4/10/00,1826.06,4546.44
4/11/00,1821.17,4595.07
4/12/00,1807.33,4538.65
4/13/00,1831.55,4601.47
4/14/00,1833.67,4619.19
4/17/00,1795.06,4544.48
4/18/00,1813.5,4568.43
4/19/00,1828.71,4574.25
4/20/00,1847.03,4588.81
4/21/00,1841.06,4559.35
4/24/00,1837.4,4533.51
4/25/00,1833.47,4528.92
4/26/00,1832.78,4554.85
4/27/00,1806.83,4553.95
4/28/00,1836.32,4683.17
5/8/00,1836.64,4651.65
5/9/00,1806.64,4554.06
5/10/00,1752.69,4438.82
5/11/00,1724.05,4367.38
5/12/00,1720.61,4378.45
5/15/00,1704.59,4296.92
5/16/00,1724.54,4346.12
5/17/00,1725.4,4357.09
5/18/00,1758.54,4439.39
5/19/00,1777.83,4479.37
5/22/00,1824.74,4573.43
5/23/00,1832.08,4547.5
5/24/00,1855.49,4616.1
5/25/00,1880.7,4677.29
5/26/00,1879.62,4662.3
5/29/00,1898.75,4701.23
5/30/00,1877.47,4640.02
5/31/00,1894.55,4643.15
6/1/00,1903.49,4695.47
6/2/00,1916.25,4728.88
6/5/00,1899.09,4721.14
6/6/00,1925.54,4824.79
6/7/00,1935.03,4826.19
6/8/00,1925.21,4760.34
6/9/00,1900.79,4731.39
6/12/00,1912.56,4737.88
6/13/00,1938.67,4790.02
6/14/00,1932.29,4766.48
6/15/00,1942.29,4793.62
6/16/00,1926.94,4757.17
6/19/00,1915.21,4752.92
6/20/00,1895.35,4733.93
6/21/00,1913.13,4788.61
6/22/00,1913.9,4764.77
6/23/00,1939.63,4808.31
6/26/00,1948.64,4823.82
6/27/00,1942.9,4816.38
6/28/00,1947.48,4824.68
6/29/00,1937.26,4846.78
6/30/00,1928.11,4830.67
7/3/00,1895.64,4739.37
7/4/00,1907.93,4753.48
7/5/00,1909.19,4735.26
7/6/00,1902.55,4703.53
7/7/00,1932.79,4753.03
7/10/00,1948.02,4723.39
7/11/00,1960.54,4804.07
7/12/00,1973.37,4805.01
7/13/00,1979.2,4839.13
7/14/00,1987.19,4834.61
7/17/00,1982.48,4770.58
7/18/00,1993.99,4795.61
7/19/00,1998.43,4794.1
7/20/00,1991.56,4801.64
7/21/00,1996.34,4797.62
7/24/00,1989.24,4774.39
7/25/00,1996.58,4781.09
7/26/00,2012.32,4819.62
7/27/00,2012.35,4854.81
7/28/00,2012.79,4852.71
7/31/00,2023.54,4894.13
8/1/00,2028.15,4905.03
8/2/00,2030.68,4899.14
8/3/00,2036.3,4916.64
8/4/00,2026.36,4915.97
8/7/00,2039.42,4950.79
8/8/00,2049.92,4989.45
8/9/00,2061.18,5022.88
8/10/00,2065.94,5036.55
8/11/00,2062.67,5018.01
8/14/00,2076.3,5013.18
8/15/00,2076.82,4980.15
8/16/00,2083.47,4999.46
8/17/00,2091.59,5011.91
8/18/00,2090.18,5006.88
8/21/00,2108.69,5021.25
8/22/00,2074.7,4944.66
8/23/00,2057.92,4901.46
8/24/00,2071.16,4936.29
8/25/00,2086.7,4950.65
8/28/00,2100.58,4957.48
8/29/00,2105.48,4985.46
8/30/00,2076.14,4930.82
8/31/00,2021.2,4826.3
9/1/00,1999.86,4782.93
9/4/00,2010.6,4817.94
9/5/00,1963.79,4723.07
9/6/00,1925.91,4632.69
9/7/00,1950.66,4670.47
9/8/00,1959.31,4700.88
9/11/00,1972.04,4704.87
9/12/00,1979.1,4734.01
9/13/00,1988.94,4771.33
9/14/00,1979.51,4727.81
9/15/00,1978.43,4710.8
9/18/00,1946.75,4628.84
9/19/00,1903.15,4512.51
9/20/00,1922.29,4551.03
9/21/00,1907.31,4518.34
9/22/00,1891.98,4465.13
9/25/00,1875.91,4428.03
9/26/00,1887.83,4477.4
9/27/00,1914.09,4541.32
9/28/00,1889.29,4465.2
9/29/00,1910.16,4523.66
10/9/00,1915.35,4507.58
10/10/00,1942.15,4572.21
10/11/00,1933.73,4557.31
10/12/00,1926.32,4514.49
10/13/00,1918.16,4481.06
10/16/00,1902.81,4468.68
10/17/00,1909.49,4491.99
10/18/00,1922.85,4555.48
10/19/00,1913.42,4514.15
10/20/00,1947.46,4611.98
10/23/00,1958.94,4611.93
10/24/00,1956.34,4601.88
10/25/00,1977.25,4643.34
10/26/00,1967.67,4594.68
10/27/00,1967.41,4602.57
10/30/00,1973.58,4597.01
10/31/00,1961.29,4573.22
11/1/00,1977.36,4604.42
11/2/00,1984.26,4629.07
11/3/00,1981.63,4628.42
11/6/00,1991.17,4646.26
11/7/00,1997.08,4632.97
11/8/00,2012.91,4675.57
11/9/00,2032.48,4749.51
11/10/00,2047.46,4826.12
11/13/00,2070.79,4913.64
11/14/00,2085.12,4927.29
11/15/00,2081.9,4915.06
11/16/00,2095.98,4953.34
11/17/00,2093.24,4953.89
11/20/00,2101.39,4960.99
11/21/00,2097.98,4928.78
11/22/00,2113.3,4986.29
11/23/00,2119.44,4981.41
11/24/00,2053.37,4841.47
11/27/00,2049.67,4818.44
11/28/00,2079.4,4868.2
11/29/00,2067.5,4820
11/30/00,2070.61,4829.99
12/1/00,2081.84,4850.01
12/4/00,2092.14,4855.22
12/5/00,2091.67,4820.59
12/6/00,2075.63,4771.48
12/7/00,2075.04,4753
12/8/00,2073.16,4747.94
12/11/00,2046.08,4667.24
12/12/00,2059.05,4704.89
12/13/00,2056.12,4680.49
12/14/00,2051.08,4698.69
12/15/00,2039.36,4695.81
12/18/00,2044.55,4710.82
12/19/00,2049.03,4699.03
12/20/00,2071.27,4743.21
12/21/00,2076.89,4742.96
12/22/00,2069.77,4720.92
12/25/00,2068.17,4675.37
12/26/00,2076.27,4696.86
12/27/00,2058.24,4680.28
12/28/00,2053.7,4705.61
12/29/00,2073.48,4752.75
1/2/01,2103.47,4797.96
1/3/01,2123.9,4822.95
1/4/01,2117.4,4801.17
1/5/01,2125.3,4792.28
1/8/01,2102.06,4719.38
1/9/01,2101.13,4739.55
1/10/01,2125.61,4787.2
1/11/01,2119.14,4817.29
1/12/01,2104.75,4793.1
1/15/01,2032.44,4649
1/16/01,2045.89,4678.18
1/17/01,2034.58,4659.39
1/18/01,2043.11,4690.59
1/19/01,2065.61,4743.37
2/5/01,2008.03,4636.87
2/6/01,1995.32,4608.21
2/7/01,1979.94,4560.03
2/8/01,1930.14,4410.29
2/9/01,1956.97,4478.81
2/12/01,1961.22,4460.17
2/13/01,1963.53,4463.92
2/14/01,1963.2,4468.76
2/15/01,1946.48,4435.74
2/16/01,1941.96,4441.61
2/19/01,1967.55,4494.98
2/20/01,1953.22,4474.77
2/21/01,1909.33,4362.65
2/22/01,1907.26,4352.4
2/23/01,1936.35,4413.34
2/26/01,1953.34,4465.15
2/27/01,1962.04,4462.05
2/28/01,1959.18,4453.14
3/1/01,1965.12,4495.5
3/2/01,1985.11,4578.64
3/5/01,1984.2,4571.66
3/6/01,1990.06,4601.68
3/7/01,1991.18,4615.81
3/8/01,2000.9,4677.12
3/9/01,2011.66,4732.04
3/12/01,2012.55,4736.56
3/13/01,1998.7,4697.2
3/14/01,2018.62,4775.11
3/15/01,2022.6,4784.77
3/16/01,2020.24,4787.62
3/19/01,2036.62,4846.43
3/20/01,2045.79,4883.23
3/21/01,2066.39,4937.15
3/22/01,2087.53,4999.84
3/23/01,2053.54,4875.22
3/26/01,2089.88,4952.6
3/27/01,2107.26,5006.95
3/28/01,2106.87,5013.86
3/29/01,2101.66,4961.73
3/30/01,2112.77,4965.99
4/2/01,2125.08,4984.51
4/3/01,2123.05,4950.18
4/4/01,2090.72,4877.17
4/5/01,2112.6,4933.84
4/6/01,2108.61,4927.29
4/9/01,2117.37,4940.21
4/10/01,2128.48,4973.54
4/11/01,2131.4,4980.43
4/12/01,2134.8,4995.94
4/13/01,2145.4,5031.34
4/16/01,2168.06,5074.78
4/17/01,2176.68,5065.29
4/18/01,2172.56,5033.79
4/19/01,2172.87,5001.93
4/20/01,2152.33,4940.24
4/23/01,2150.43,4905.17
4/24/01,2166.17,4918.71
4/25/01,2119.18,4806.07
4/26/01,2105.06,4769.65
4/27/01,2115.11,4799.15
4/30/01,2119.18,4802.59
5/8/01,2137.99,4838.81
5/9/01,2132.89,4826.34
5/10/01,2147.28,4838.47
5/11/01,2155.4,4854.3
5/14/01,2178.47,4899.72
5/15/01,2191.06,4899.25
5/16/01,2199.5,4911.67
5/17/01,2194.65,4862.15
5/18/01,2203.37,4865.73
5/21/01,2213.59,4841.44
5/22/01,2210.34,4846.09
5/23/01,2197.59,4845.45
5/24/01,2198.3,4831.94
5/25/01,2193.58,4831.99
5/28/01,2179.7,4813.5
5/29/01,2180.28,4796.51
5/30/01,2211.2,4879.6
5/31/01,2214.26,4857.47
6/1/01,2219.59,4851.04
6/4/01,2226.78,4804.67
6/5/01,2234.99,4810.07
6/6/01,2238.5,4829.43
6/7/01,2229.81,4785.08
6/8/01,2223.07,4782.01
6/11/01,2214.62,4735.02
6/12/01,2222.96,4744.73
6/13/01,2242.42,4793.54
6/14/01,2202.4,4735.04
6/15/01,2210.97,4745.38
6/18/01,2167.65,4665.46
6/19/01,2170.45,4674.41
6/20/01,2163.12,4646.41
6/21/01,2189.14,4675.93
6/22/01,2206.07,4723.97
6/25/01,2230.2,4757.8
6/26/01,2233.59,4753.9
6/27/01,2229.83,4740.73
6/28/01,2219.25,4713.29
6/29/01,2218.03,4716.9
7/2/01,2205.99,4690.65
7/3/01,2211.83,4700.83
7/4/01,2202.06,4707.2
7/5/01,2181.66,4675.68
7/6/01,2170.52,4648.19
7/9/01,2169.65,4642.6
7/10/01,2189.78,4687.11
7/11/01,2168.74,4638.59
7/12/01,2165.49,4644.68
7/13/01,2161.34,4634.5
7/16/01,2146.24,4609.08
7/17/01,2140.98,4574.56
7/18/01,2146.54,4608.3
7/19/01,2150.26,4585.14
7/20/01,2179.62,4634.88
7/23/01,2169.01,4588.34
7/24/01,2136.45,4499.38
7/25/01,2112.26,4453.59
7/26/01,2094.01,4411.4
7/27/01,2065.73,4340.25
7/30/01,1956.8,4113.94
7/31/01,1920.32,4059.01
8/1/01,1986.93,4173.41
8/2/01,1957.02,4089.8
8/3/01,1958.69,4071.31
8/6/01,1882.13,3893.15
8/7/01,1903.93,3949.78
8/8/01,1895.17,3924.79
8/9/01,1924.59,3995.26
8/10/01,1955.04,4068.65
8/13/01,1955.1,4079.69
8/14/01,1939.54,4035.88
8/15/01,1947.36,4064.32
8/16/01,1919.65,4001.26
8/17/01,1924,4007.42
8/20/01,1934.49,4048.42
8/21/01,1938.87,4064.45
8/22/01,1903.45,4010.86
8/23/01,1902.99,4024.7
8/24/01,1886.8,3987.67
8/27/01,1827.25,3853.83
8/28/01,1843.39,3896.28
8/29/01,1847.54,3914.37
8/30/01,1839.63,3870.84
8/31/01,1834.14,3860.22
9/3/01,1817.19,3827.35
9/4/01,1862.36,3949.5
9/5/01,1868.27,3937.32
9/6/01,1861.56,3937.49
9/7/01,1808.84,3798.26
9/10/01,1856.53,3871.85
9/11/01,1863.78,3861.09
9/12/01,1852.6,3780.07
9/13/01,1839.91,3746.71
9/14/01,1818.38,3663.39
9/17/01,1784.61,3568.17
9/18/01,1798.62,3586.79
9/19/01,1822.7,3666.52
9/20/01,1818.42,3628.28
9/21/01,1807.02,3578.2
9/24/01,1794.96,3558.39
9/25/01,1793.88,3562.23
9/26/01,1767.81,3512.13
9/27/01,1764.93,3504.16
9/28/01,1764.87,3498.63
10/8/01,1726.53,3404.16
10/9/01,1744.64,3453.63
10/10/01,1686.61,3348.1
10/11/01,1638.33,3274.33
10/12/01,1691.33,3384.7
10/15/01,1687.28,3387.81
10/16/01,1655.9,3330.9
10/17/01,1643.07,3323.58
10/18/01,1615.58,3257.13
10/19/01,1572.45,3186.59
10/22/01,1520.67,3143.7
10/23/01,1670.56,3458.03
10/24/01,1718.06,3542.61
10/25/01,1676.5,3450.4
10/26/01,1677.88,3446.99
10/29/01,1700.48,3482.36
10/30/01,1682.77,3426.41
10/31/01,1689.17,3438.53
11/1/01,1707.75,3472.52
11/2/01,1691.35,3431.99
11/5/01,1679.57,3388.99
11/6/01,1671.28,3383.87
11/7/01,1594.05,3213.39
11/8/01,1605.87,3255.04
11/9/01,1630.36,3316.22
11/12/01,1621.2,3292.13
11/13/01,1615.93,3272.39
11/14/01,1617.1,3270.86
11/15/01,1621.34,3268.9
11/16/01,1646.76,3305.41
11/19/01,1669.89,3320.01
11/20/01,1699.73,3390.69
11/21/01,1705.66,3426.98
11/22/01,1715.81,3464.4
11/23/01,1712.56,3444.91
11/26/01,1705.89,3420.8
11/27/01,1722.59,3455.94
11/28/01,1735,3485.94
11/29/01,1732.3,3484.44
11/30/01,1747.99,3513.75
12/3/01,1762.56,3555.6
12/4/01,1769.68,3582.89
12/5/01,1745.23,3516.49
12/6/01,1751.18,3547.48
12/7/01,1745.41,3557.54
12/10/01,1748.68,3554.4
12/11/01,1728.88,3506.39
12/12/01,1715.17,3465.6
12/13/01,1688.01,3410.55
12/14/01,1675.51,3392.79
12/17/01,1665.94,3374.88
12/18/01,1687.29,3428.96
12/19/01,1672.7,3393.17
12/20/01,1631.54,3317.66
12/21/01,1640.14,3330.94
12/24/01,1606.1,3266.1
12/25/01,1611.17,3279.05
12/26/01,1633.64,3324.1
12/27/01,1627.92,3289.93
12/28/01,1639.48,3307.34
12/31/01,1645.97,3325.66
1/4/02,1611.39,3265.88
1/7/02,1596.76,3231.8
1/8/02,1583.46,3201.57
1/9/02,1561.35,3149.3
1/10/02,1576.44,3159.45
1/11/02,1535.59,3065.99
1/14/02,1485.11,2934.39
1/15/02,1459.65,2893.02
1/16/02,1479.62,2938.22
1/17/02,1419.52,2796.46
1/18/02,1415.44,2784.1
1/21/02,1366.97,2682.46
1/22/02,1358.69,2697.66
1/23/02,1444.97,2890.07
1/24/02,1456.4,2898.46
1/25/02,1451.48,2896.85
1/28/02,1359.55,2702.89
1/29/02,1392.78,2770.23
1/30/02,1396.61,2779.39
1/31/02,1491.67,2982.7
2/1/02,1485.77,2967.73
2/4/02,1511.33,3027.54
2/5/02,1518.28,3041.47
2/6/02,1485.8,2961.8
2/7/02,1515.39,3030.38
2/8/02,1506.62,3022.26
2/25/02,1530.28,3064.48
2/26/02,1531.43,3048.74
2/27/02,1538.32,3055.67
2/28/02,1524.7,3029.49
3/1/02,1502.54,2991.26
3/4/02,1526.8,3037.51
3/5/02,1560.08,3113.07
3/6/02,1569.21,3151.44
3/7/02,1613,3262.39
3/8/02,1640.26,3318.93
3/11/02,1664.09,3380.56
3/12/02,1643.69,3303.29
3/13/02,1623.43,3267.93
3/14/02,1665.15,3359.13
3/15/02,1620.98,3267.81
3/18/02,1623.88,3283.79
3/19/02,1665.36,3334.75
3/20/02,1682.51,3356.72
3/21/02,1685.02,3357.02
3/22/02,1669.69,3312.76
3/25/02,1675.29,3312.11
3/26/02,1649.48,3251.03
3/27/02,1654.23,3257.63
3/28/02,1650.67,3259.68
3/29/02,1603.91,3173.9
4/1/02,1608.51,3179.12
4/2/02,1582.88,3124.47
4/3/02,1594.51,3142.7
4/4/02,1641.7,3217.56
4/5/02,1634.64,3207.22
4/8/02,1640.65,3208.06
4/9/02,1667.52,3263.7
4/10/02,1677.66,3271.02
