2018-01-21 21:02:14.054 @ v1805|21:02:14.054|3|6660.000000|88484|1|6660.000000|469|6665.000000|528|276706|6695.000000|6705.000000|6655.000000|6670.000000|6980.000000|6320.000000
2018-01-21 21:02:14.062 @ IC1803|21:02:14.062|3|6184.000000|242|1|6182.400000|1|6190.400000|1|9601|6222.800000|6222.800000|6179.200000|6208.200000|6839.200000|5596.000000
2018-01-21 21:02:14.808 @ cu1802|21:02:14.808|3|53530.000000|30332|1|53520.000000|78|53540.000000|41|97064|53650.000000|53700.000000|53210.000000|53620.000000|56230.000000|50880.000000
2018-01-21 21:02:14.808 @ cu1803|21:02:14.808|3|53660.000000|167670|1|53660.000000|58|53670.000000|11|215726|53760.000000|53840.000000|53310.000000|53710.000000|56390.000000|51020.000000
2018-01-21 21:02:14.808 @ i1805|21:02:14.808|3|542.000000|1293308|1|541.500000|1349|542.000000|2126|1582392|544.500000|547.500000|540.500000|543.500000|579.500000|494.500000
2018-01-21 21:02:14.809 @ ru1805|21:02:14.808|3|14065.000000|185106|1|14065.000000|19|14070.000000|271|444730|14095.000000|14130.000000|14000.000000|14065.000000|15080.000000|13105.000000
2018-01-21 21:02:14.809 @ IC1802|21:02:14.808|3|6206.400000|2183|1|6207.000000|1|6210.200000|3|14558|6234.800000|6243.400000|6200.800000|6232.000000|6866.200000|5617.800000
2018-01-21 21:02:14.809 @ v1805|21:02:14.808|3|6660.000000|88484|1|6660.000000|469|6665.000000|525|276706|6695.000000|6705.000000|6655.000000|6670.000000|6980.000000|6320.000000
2018-01-21 21:02:14.809 @ IC1803|21:02:14.808|3|6184.000000|242|1|6182.600000|1|6190.400000|1|9601|6222.800000|6222.800000|6179.200000|6208.200000|6839.200000|5596.000000
2018-01-21 21:02:15.059 @ cu1802|21:02:15.058|3|53530.000000|30332|1|53520.000000|78|53530.000000|2|97064|53650.000000|53700.000000|53210.000000|53620.000000|56230.000000|50880.000000
2018-01-21 21:02:15.059 @ cu1803|21:02:15.059|3|53660.000000|167670|1|53660.000000|57|53670.000000|11|215726|53760.000000|53840.000000|53310.000000|53710.000000|56390.000000|51020.000000
